id,group_id,source_grid_id,target_grid_id,source_grid_x,source_grid_y,target_grid_x,target_grid_y,row_major,img_width,img_height,grid_square_width,verticals,horizontals
482,86,1126,1342,6,28,22,22,1,640,640,16,40,40
483,87,1006,1542,6,25,22,22,1,640,640,16,40,40
484,87,1046,1462,6,26,22,22,1,640,640,16,40,40
485,87,1086,1422,6,27,22,22,1,640,640,16,40,40
486,87,1126,1502,6,28,22,22,1,640,640,16,40,40
487,88,1006,1183,6,25,23,23,1,640,640,16,40,40
488,88,1046,1103,6,26,23,23,1,640,640,16,40,40
489,88,1086,1063,6,27,23,23,1,640,640,16,40,40
490,88,1126,1143,6,28,23,23,1,640,640,16,40,40
491,89,1006,1343,6,25,23,23,1,640,640,16,40,40
492,89,1046,1263,6,26,23,23,1,640,640,16,40,40
493,89,1086,1223,6,27,23,23,1,640,640,16,40,40
494,89,1126,1303,6,28,23,23,1,640,640,16,40,40
495,90,1006,1503,6,25,23,23,1,640,640,16,40,40
496,90,1046,1423,6,26,23,23,1,640,640,16,40,40
497,90,1086,1383,6,27,23,23,1,640,640,16,40,40
498,90,1126,1463,6,28,23,23,1,640,640,16,40,40
499,91,1006,1224,6,25,24,24,1,640,640,16,40,40
500,91,1046,1144,6,26,24,24,1,640,640,16,40,40
501,91,1086,1104,6,27,24,24,1,640,640,16,40,40
502,91,1126,1184,6,28,24,24,1,640,640,16,40,40
503,92,1006,1384,6,25,24,24,1,640,640,16,40,40
504,92,1046,1304,6,26,24,24,1,640,640,16,40,40
505,92,1086,1264,6,27,24,24,1,640,640,16,40,40
506,92,1126,1344,6,28,24,24,1,640,640,16,40,40
507,93,1006,1544,6,25,24,24,1,640,640,16,40,40
508,93,1046,1464,6,26,24,24,1,640,640,16,40,40
509,93,1086,1424,6,27,24,24,1,640,640,16,40,40
510,93,1126,1504,6,28,24,24,1,640,640,16,40,40
511,94,1006,1185,6,25,25,25,1,640,640,16,40,40
512,94,1046,1105,6,26,25,25,1,640,640,16,40,40
513,94,1086,1065,6,27,25,25,1,640,640,16,40,40
514,94,1126,1145,6,28,25,25,1,640,640,16,40,40
515,95,1006,1345,6,25,25,25,1,640,640,16,40,40
516,95,1046,1265,6,26,25,25,1,640,640,16,40,40
517,95,1086,1225,6,27,25,25,1,640,640,16,40,40
518,95,1126,1305,6,28,25,25,1,640,640,16,40,40
519,96,1006,1505,6,25,25,25,1,640,640,16,40,40
520,96,1046,1425,6,26,25,25,1,640,640,16,40,40
521,96,1086,1385,6,27,25,25,1,640,640,16,40,40
522,96,1126,1465,6,28,25,25,1,640,640,16,40,40
523,97,1006,1226,6,25,26,26,1,640,640,16,40,40
524,97,1046,1146,6,26,26,26,1,640,640,16,40,40
525,97,1086,1106,6,27,26,26,1,640,640,16,40,40
526,97,1126,1186,6,28,26,26,1,640,640,16,40,40
527,98,1006,1386,6,25,26,26,1,640,640,16,40,40
528,98,1046,1306,6,26,26,26,1,640,640,16,40,40
529,98,1086,1266,6,27,26,26,1,640,640,16,40,40
530,98,1126,1346,6,28,26,26,1,640,640,16,40,40
531,99,1006,1546,6,25,26,26,1,640,640,16,40,40
532,99,1046,1466,6,26,26,26,1,640,640,16,40,40
533,99,1086,1426,6,27,26,26,1,640,640,16,40,40
534,99,1126,1506,6,28,26,26,1,640,640,16,40,40
535,100,1006,1187,6,25,27,27,1,640,640,16,40,40
536,100,1046,1107,6,26,27,27,1,640,640,16,40,40
537,100,1086,1067,6,27,27,27,1,640,640,16,40,40
538,100,1126,1147,6,28,27,27,1,640,640,16,40,40
539,101,1006,1347,6,25,27,27,1,640,640,16,40,40
540,101,1046,1267,6,26,27,27,1,640,640,16,40,40
541,101,1086,1227,6,27,27,27,1,640,640,16,40,40
542,101,1126,1307,6,28,27,27,1,640,640,16,40,40
543,102,1006,1507,6,25,27,27,1,640,640,16,40,40
544,102,1046,1427,6,26,27,27,1,640,640,16,40,40
545,102,1086,1387,6,27,27,27,1,640,640,16,40,40
546,102,1126,1467,6,28,27,27,1,640,640,16,40,40
547,103,1006,1228,6,25,28,28,1,640,640,16,40,40
548,103,1046,1148,6,26,28,28,1,640,640,16,40,40
549,103,1086,1108,6,27,28,28,1,640,640,16,40,40
550,103,1126,1188,6,28,28,28,1,640,640,16,40,40
551,104,1006,1388,6,25,28,28,1,640,640,16,40,40
552,104,1046,1308,6,26,28,28,1,640,640,16,40,40
553,104,1086,1268,6,27,28,28,1,640,640,16,40,40
554,104,1126,1348,6,28,28,28,1,640,640,16,40,40
555,105,1006,1548,6,25,28,28,1,640,640,16,40,40
556,105,1046,1468,6,26,28,28,1,640,640,16,40,40
557,105,1086,1428,6,27,28,28,1,640,640,16,40,40
558,105,1126,1508,6,28,28,28,1,640,640,16,40,40
559,106,1006,1189,6,25,29,29,1,640,640,16,40,40
560,106,1046,1109,6,26,29,29,1,640,640,16,40,40
561,106,1086,1069,6,27,29,29,1,640,640,16,40,40
562,106,1126,1149,6,28,29,29,1,640,640,16,40,40
563,107,1006,1349,6,25,29,29,1,640,640,16,40,40
564,107,1046,1269,6,26,29,29,1,640,640,16,40,40
565,107,1086,1229,6,27,29,29,1,640,640,16,40,40
566,107,1126,1309,6,28,29,29,1,640,640,16,40,40
567,108,1006,1509,6,25,29,29,1,640,640,16,40,40
568,108,1046,1429,6,26,29,29,1,640,640,16,40,40
569,108,1086,1389,6,27,29,29,1,640,640,16,40,40
570,108,1126,1469,6,28,29,29,1,640,640,16,40,40
571,109,1006,1230,6,25,30,30,1,640,640,16,40,40
572,109,1046,1150,6,26,30,30,1,640,640,16,40,40
573,109,1086,1110,6,27,30,30,1,640,640,16,40,40
574,109,1126,1190,6,28,30,30,1,640,640,16,40,40
575,110,1006,1390,6,25,30,30,1,640,640,16,40,40
576,110,1046,1310,6,26,30,30,1,640,640,16,40,40
577,110,1086,1270,6,27,30,30,1,640,640,16,40,40
578,110,1126,1350,6,28,30,30,1,640,640,16,40,40
579,111,1006,1550,6,25,30,30,1,640,640,16,40,40
580,111,1046,1470,6,26,30,30,1,640,640,16,40,40
581,111,1086,1430,6,27,30,30,1,640,640,16,40,40
582,111,1126,1510,6,28,30,30,1,640,640,16,40,40
583,112,643,1142,3,16,22,22,1,640,640,16,40,40
584,113,645,1347,5,16,27,27,1,640,640,16,40,40
585,114,1363,1301,3,34,21,21,1,640,640,16,40,40
586,115,1284,1188,4,32,28,28,1,640,640,16,40,40
587,116,1286,1225,6,32,25,25,1,640,640,16,40,40
588,117,643,1461,3,16,21,21,1,640,640,16,40,40
589,118,843,1422,3,21,22,22,1,640,640,16,40,40
590,119,1166,1303,6,29,23,23,1,640,640,16,40,40
591,120,1366,1268,6,34,28,28,1,640,640,16,40,40
592,121,1247,1270,7,31,30,30,1,640,640,16,40,40
593,122,1166,1305,6,29,25,25,1,640,640,16,40,40
594,123,1047,1263,7,26,23,23,1,640,640,16,40,40
595,124,966,1263,6,24,23,23,1,640,640,16,40,40
596,125,1480,1220,0,37,20,20,1,640,640,16,40,40
597,126,907,1304,27,22,24,24,1,640,640,16,40,40
598,127,1514,1270,34,37,30,30,1,640,640,16,40,40
599,128,1527,1345,7,38,25,25,1,640,640,16,40,40
600,129,1405,1222,5,35,22,22,1,640,640,16,40,40
601,130,1480,1467,0,37,27,27,1,640,640,16,40,40
602,131,926,1105,6,23,25,25,1,640,640,16,40,40
603,132,886,1110,6,22,30,30,1,640,640,16,40,40
604,133,807,1505,7,20,25,25,1,640,640,16,40,40
605,134,684,1143,4,17,23,23,1,640,640,16,40,40
606,135,685,1268,5,17,28,28,1,640,640,16,40,40
607,136,1525,1343,5,38,23,23,1,640,640,16,40,40
608,136,1565,1383,5,39,23,23,1,640,640,16,40,40
609,137,1524,1308,4,38,28,28,1,640,640,16,40,40
610,138,1567,1146,7,39,26,26,1,640,640,16,40,40
611,139,905,464,25,22,24,24,1,640,640,16,40,40
612,139,945,624,25,23,24,24,1,640,640,16,40,40
613,139,985,544,25,24,24,24,1,640,640,16,40,40
614,139,1025,384,25,25,24,24,1,640,640,16,40,40
615,139,1065,584,25,26,24,24,1,640,640,16,40,40
616,139,1105,504,25,27,24,24,1,640,640,16,40,40
617,139,1145,424,25,28,24,24,1,640,640,16,40,40
618,140,985,264,25,24,24,24,1,640,640,16,40,40
619,141,1065,144,25,26,24,24,1,640,640,16,40,40
620,142,961,544,1,24,24,24,1,640,640,16,40,40
621,143,985,24,25,24,24,24,1,640,640,16,40,40
622,144,1001,664,1,25,24,24,1,640,640,16,40,40
623,145,1224,704,24,30,24,24,1,640,640,16,40,40
624,146,1264,704,24,31,24,24,1,640,640,16,40,40
625,147,1224,744,24,30,24,24,1,640,640,16,40,40
626,148,745,784,25,18,24,24,1,640,640,16,40,40
627,149,642,824,2,16,24,24,1,640,640,16,40,40
628,150,1446,1464,6,36,24,24,1,640,640,16,40,40
629,151,846,1109,6,21,29,29,1,640,640,16,40,40
630,152,847,1306,7,21,26,26,1,640,640,16,40,40
631,153,1406,1465,6,35,25,25,1,640,640,16,40,40
632,154,1513,1429,33,37,29,29,1,640,640,16,40,40
633,155,1519,1420,39,37,20,20,1,640,640,16,40,40
634,156,1519,1144,39,37,24,24,1,640,640,16,40,40
635,157,1513,1107,33,37,27,27,1,640,640,16,40,40
636,158,687,1350,7,17,30,30,1,640,640,16,40,40
637,159,687,1262,7,17,22,22,1,640,640,16,40,40
638,160,727,1227,7,18,27,27,1,640,640,16,40,40
639,161,843,1468,3,21,28,28,1,640,640,16,40,40
640,162,1513,1381,33,37,21,21,1,640,640,16,40,40
641,163,766,1383,6,19,23,23,1,640,640,16,40,40
642,164,1321,1309,1,33,29,29,1,640,640,16,40,40
643,165,1281,1500,1,32,20,20,1,640,640,16,40,40
644,166,963,1181,3,24,21,21,1,640,640,16,40,40
645,167,1283,1181,3,32,21,21,1,640,640,16,40,40
646,168,1304,1184,24,32,24,24,1,640,640,16,40,40
647,169,1126,1184,6,28,24,24,1,640,640,16,40,40
648,170,1246,1425,6,31,25,25,1,640,640,16,40,40
649,171,767,1385,7,19,25,25,1,640,640,16,40,40
650,172,1006,1101,6,25,21,21,1,640,640,16,40,40
651,173,1007,1104,7,25,24,24,1,640,640,16,40,40
652,174,966,1183,6,24,23,23,1,640,640,16,40,40
653,175,907,1230,27,22,30,30,1,640,640,16,40,40
654,176,1190,1226,30,29,26,26,1,640,640,16,40,40
655,177,1480,1503,0,37,23,23,1,640,640,16,40,40
656,178,1246,1542,6,31,22,22,1,640,640,16,40,40
657,179,1401,1462,1,35,22,22,1,640,640,16,40,40
658,180,1480,1266,0,37,26,26,1,640,640,16,40,40
659,181,906,1426,26,22,26,26,1,640,640,16,40,40
660,182,767,1302,7,19,22,22,1,640,640,16,40,40
661,183,645,1300,5,16,20,20,1,640,640,16,40,40
662,184,766,1469,6,19,29,29,1,640,640,16,40,40
663,185,927,1390,7,23,30,30,1,640,640,16,40,40
664,186,1206,1470,6,30,30,30,1,640,640,16,40,40
665,187,1480,1430,0,37,30,30,1,640,640,16,40,40
666,188,1442,1140,2,36,20,20,1,640,640,16,40,40
667,189,1190,1183,30,29,23,23,1,640,640,16,40,40
668,190,1514,1342,34,37,22,22,1,640,640,16,40,40
669,191,1519,1506,39,37,26,26,1,640,640,16,40,40
670,192,1518,1540,38,37,20,20,1,640,640,16,40,40
671,193,1551,1065,31,38,25,25,1,640,640,16,40,40
672,194,1551,1546,31,38,26,26,1,640,640,16,40,40
673,195,1551,1542,31,38,22,22,1,640,640,16,40,40
674,196,1480,1542,0,37,22,22,1,640,640,16,40,40
675,197,645,1067,5,16,27,27,1,640,640,16,40,40
676,198,808,893,8,20,13,13,1,640,640,16,40,40
677,198,848,933,8,21,13,13,1,640,640,16,40,40
678,198,888,973,8,22,13,13,1,640,640,16,40,40
679,198,928,1013,8,23,13,13,1,640,640,16,40,40
680,198,968,1053,8,24,13,13,1,640,640,16,40,40
681,198,1008,1093,8,25,13,13,1,640,640,16,40,40
682,199,1111,892,31,27,12,12,1,640,640,16,40,40
683,199,1151,932,31,28,12,12,1,640,640,16,40,40
684,200,1264,891,24,31,11,11,1,640,640,16,40,40
685,201,824,931,24,20,11,11,1,640,640,16,40,40
686,202,908,1380,28,22,20,20,1,640,640,16,40,40
687,203,687,1383,7,17,23,23,1,640,640,16,40,40
688,204,857,1290,17,21,10,10,1,640,640,16,40,40
689,204,858,1291,18,21,11,11,1,640,640,16,40,40
690,204,859,1292,19,21,12,12,1,640,640,16,40,40
691,204,860,1293,20,21,13,13,1,640,640,16,40,40
692,205,1128,1288,8,28,8,8,1,640,640,16,40,40
693,205,1129,1289,9,28,9,9,1,640,640,16,40,40
694,205,1130,1290,10,28,10,10,1,640,640,16,40,40
695,206,1372,1324,12,34,4,4,1,640,640,16,40,40
696,206,1374,1454,14,34,14,14,1,640,640,16,40,40
697,206,1375,1404,15,34,4,4,1,640,640,16,40,40
698,206,1337,1364,17,33,4,4,1,640,640,16,40,40
699,206,1299,1252,19,32,12,12,1,640,640,16,40,40
700,206,1260,1414,20,31,14,14,1,640,640,16,40,40
701,206,1261,1333,21,31,13,13,1,640,640,16,40,40
702,206,1262,1370,22,31,10,10,1,640,640,16,40,40
703,206,1303,1331,23,32,11,11,1,640,640,16,40,40
704,206,1304,1253,24,32,13,13,1,640,640,16,40,40
705,206,1305,1335,25,32,15,15,1,640,640,16,40,40
706,206,1345,1327,25,33,7,7,1,640,640,16,40,40
707,206,1385,1406,25,34,6,6,1,640,640,16,40,40
708,206,1425,1403,25,35,3,3,1,640,640,16,40,40
709,206,1465,1288,25,36,8,8,1,640,640,16,40,40
710,206,1505,1363,25,37,3,3,1,640,640,16,40,40
711,206,1545,1250,25,38,10,10,1,640,640,16,40,40
712,206,1544,1457,24,38,17,17,1,640,640,16,40,40
713,206,1543,1330,23,38,10,10,1,640,640,16,40,40
714,206,1542,1292,22,38,12,12,1,640,640,16,40,40
715,206,1541,1256,21,38,16,16,1,640,640,16,40,40
716,206,1540,1365,20,38,5,5,1,640,640,16,40,40
717,206,1539,1376,19,38,16,16,1,640,640,16,40,40
718,206,1538,1289,18,38,9,9,1,640,640,16,40,40
719,206,1537,1417,17,38,17,17,1,640,640,16,40,40
720,206,1497,1172,17,37,12,12,1,640,640,16,40,40
721,206,1496,1214,16,37,14,14,1,640,640,16,40,40
722,206,1495,1445,15,37,5,5,1,640,640,16,40,40
723,206,1494,1322,14,37,2,2,1,640,640,16,40,40
724,206,1493,1295,13,37,15,15,1,640,640,16,40,40
725,206,1533,1257,13,38,17,17,1,640,640,16,40,40
726,206,1532,1336,12,38,16,16,1,640,640,16,40,40
727,206,1531,1255,11,38,15,15,1,640,640,16,40,40
728,206,1534,1412,14,38,12,12,1,640,640,16,40,40
729,206,1535,1174,15,38,14,14,1,640,640,16,40,40
730,206,1536,1411,16,38,11,11,1,640,640,16,40,40
731,206,1491,1215,11,37,15,15,1,640,640,16,40,40
732,206,1490,1328,10,37,8,8,1,640,640,16,40,40
733,206,1450,1323,10,36,3,3,1,640,640,16,40,40
734,206,1410,1217,10,35,17,17,1,640,640,16,40,40
735,206,1492,1373,12,37,13,13,1,640,640,16,40,40
736,206,1451,1451,11,36,11,11,1,640,640,16,40,40
737,206,1452,1251,12,36,11,11,1,640,640,16,40,40
738,206,1453,1332,13,36,12,12,1,640,640,16,40,40
739,206,1454,1337,14,36,17,17,1,640,640,16,40,40
740,206,1455,1212,15,36,12,12,1,640,640,16,40,40
741,206,1456,1297,16,36,17,17,1,640,640,16,40,40
742,206,1457,1450,17,36,10,10,1,640,640,16,40,40
743,206,1458,1173,18,36,13,13,1,640,640,16,40,40
744,206,1459,1447,19,36,7,7,1,640,640,16,40,40
745,206,1460,1377,20,36,17,17,1,640,640,16,40,40
746,206,1498,1405,18,37,5,5,1,640,640,16,40,40
747,206,1499,1416,19,37,16,16,1,640,640,16,40,40
748,206,1500,1371,20,37,11,11,1,640,640,16,40,40
749,206,1501,1449,21,37,9,9,1,640,640,16,40,40
750,206,1502,1453,22,37,13,13,1,640,640,16,40,40
751,206,1503,1286,23,37,6,6,1,640,640,16,40,40
752,206,1504,1290,24,37,10,10,1,640,640,16,40,40
753,206,1411,1329,11,35,9,9,1,640,640,16,40,40
754,206,1412,1369,12,35,9,9,1,640,640,16,40,40
755,206,1413,1362,13,35,2,2,1,640,640,16,40,40
756,206,1414,1213,14,35,13,13,1,640,640,16,40,40
757,206,1415,1287,15,35,7,7,1,640,640,16,40,40
758,206,1416,1452,16,35,12,12,1,640,640,16,40,40
759,206,1417,1254,17,35,14,14,1,640,640,16,40,40
760,206,1418,1455,18,35,15,15,1,640,640,16,40,40
761,206,1419,1216,19,35,16,16,1,640,640,16,40,40
762,206,1420,1413,20,35,13,13,1,640,640,16,40,40
763,206,1421,1326,21,35,6,6,1,640,640,16,40,40
764,206,1422,1410,22,35,10,10,1,640,640,16,40,40
765,206,1423,1448,23,35,8,8,1,640,640,16,40,40
766,206,1424,1446,24,35,6,6,1,640,640,16,40,40
767,206,1461,1296,21,36,16,16,1,640,640,16,40,40
768,206,1462,1374,22,36,14,14,1,640,640,16,40,40
769,206,1463,1372,23,36,12,12,1,640,640,16,40,40
770,206,1464,1402,24,36,2,2,1,640,640,16,40,40
771,206,1376,1284,16,34,4,4,1,640,640,16,40,40
772,206,1377,1325,17,34,5,5,1,640,640,16,40,40
773,206,1378,1407,18,34,7,7,1,640,640,16,40,40
774,206,1379,1443,19,34,3,3,1,640,640,16,40,40
775,206,1380,1366,20,34,6,6,1,640,640,16,40,40
776,206,1381,1211,21,34,11,11,1,640,640,16,40,40
777,206,1382,1334,22,34,14,14,1,640,640,16,40,40
778,206,1383,1375,23,34,15,15,1,640,640,16,40,40
779,206,1384,1294,24,34,14,14,1,640,640,16,40,40
780,206,1338,1293,18,33,13,13,1,640,640,16,40,40
781,206,1339,1444,19,33,4,4,1,640,640,16,40,40
782,206,1340,1368,20,33,8,8,1,640,640,16,40,40
783,206,1341,1291,21,33,11,11,1,640,640,16,40,40
784,206,1342,1409,22,33,9,9,1,640,640,16,40,40
785,206,1343,1408,23,33,8,8,1,640,640,16,40,40
786,206,1344,1415,24,33,15,15,1,640,640,16,40,40
787,206,1300,1249,20,32,9,9,1,640,640,16,40,40
788,206,1301,1456,21,32,16,16,1,640,640,16,40,40
789,206,1302,1367,22,32,7,7,1,640,640,16,40,40
790,207,1418,1454,18,35,14,14,1,640,640,16,40,40
791,208,1462,1333,22,36,13,13,1,640,640,16,40,40
792,209,1450,1370,10,36,10,10,1,640,640,16,40,40
793,210,1494,1253,14,37,13,13,1,640,640,16,40,40
794,211,1499,1252,19,37,12,12,1,640,640,16,40,40
795,212,1338,1444,18,33,4,4,1,640,640,16,40,40
796,213,1385,1414,25,34,14,14,1,640,640,16,40,40
797,214,1381,1324,21,34,4,4,1,640,640,16,40,40
798,215,1578,1384,18,39,24,24,1,640,640,16,40,40
799,216,1343,1331,23,33,11,11,1,640,640,16,40,40
800,217,1195,1364,35,29,4,4,1,640,640,16,40,40
801,218,1265,1457,25,31,17,17,1,640,640,16,40,40
802,219,1195,1409,35,29,9,9,1,640,640,16,40,40
803,220,1543,1408,23,38,8,8,1,640,640,16,40,40
